callsign,latitude,longitude,altitude,velocity,heading,vertical_rate,timestamp,source_file
JAL69,34.3543,-119.6203,20875.000668,455.5205177866,313.58,1728.34645932,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N626LA,32.7178,-116.6824,7275.0002328,276.3174942535,275.61,-1023.6220488,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA4883,35.1081,-119.3849,38125.00122,446.2095026795,306.43,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N4922D,32.8649,-116.8779,4175.0001336,79.6198703104,64.72,320.86614222,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N5513L,33.7247,-117.9832,1900.0000608,87.667386499,237.58,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
ASA760,33.6209,-117.8919,1900.0000608,223.6393085745,186.93,1151.5748049,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N703CD,35.6475,-115.1938,21175.0006776,350.0280773143,187.55,2047.2440976,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N773CV,34.172,-118.322,5475.0001752,179.0669544188,110.26,-576.77165442,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N8034Z,34.2409,-118.473,1400.0000448,112.9956802037,359.49,-127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SKW3093,34.8528,-118.9764,20775.0006648,396.6997835192,329.56,1344.48819102,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DAL939,34.8924,-116.7745,37200.0011904,490.91792594950005,54.37,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N974PA,33.742,-117.0027,1825.0000584,89.0086391971,244.01,-832.6771666200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N703BG,34.6962,-117.8928,21375.000684000002,432.25269924130004,85.62,960.62992272,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N221RW,34.763,-116.9676,34575.0011064,485.7278611612,85.16,1919.2913415,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N356CT,32.8449,-116.9213,3525.0001128000004,147.4600430114,67.26,-127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N205GH,35.5267,-119.2725,925.0000296,110.993520379,341.08,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
IJA55,35.4358,-119.2249,31875.00102,416.79913554579997,336.08,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N128JP,33.6866,-117.8177,4050.0001296,207.46652241770002,273.87,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
PCM7685,32.676,-116.3058,7450.000238400001,164.9935203112,83.74,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N5383D,34.0386,-118.6087,3725.0001192000004,94.9956802263,270.0,192.91338611999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
AFR23G,35.0101,-118.9313,25575.0008184,457.6976236154,330.41,1472.4409471200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N738XD,33.9606,-117.6299,1300.0000416,98.1835851899,93.5,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DAL2191,32.7638,-117.3156,2975.0000952,238.6069111475,286.31,2431.1023658999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N224LA,34.2455,-118.5779,1200.0000384,48.596112250000004,36.63,127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
IBE03ZB,33.9692,-118.0679,5350.0001712,240.62850941710002,263.32,-1216.53543492,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N26WR,34.5181,-119.0394,12075.000386400001,256.35421134119997,131.84,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N48EF,34.1995,-119.0616,2625.0000840000002,88.0950322868,272.6,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
JBU924,34.2561,-117.5304,25400.0008128,411.9784012106,51.41,448.81889831999996,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SKW3439,32.8542,-117.2472,9550.0003056,262.14686792140003,145.1,-1279.5275609999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
TIV725,35.3904,-116.0184,20525.000656800003,349.2116626285,48.37,-1472.4409471200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N739AT,33.9721,-117.6031,875.0000279999999,68.01511870510001,323.97,-448.81889831999996,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N9925U,32.9788,-117.0974,4775.0001528,110.4492439218,137.94,-320.86614222,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N739MH,33.239,-117.4136,2450.0000784,84.9654426579,132.14,-448.81889831999996,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N734BT,33.2336,-117.3196,1850.0000592,81.8747299188,81.57,511.8110244,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DAL2172,33.6337,-116.0074,25425.0008136,485.8250533857,44.25,511.8110244,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N33081,32.6265,-116.9222,2350.0000752,95.1900646753,170.93,-127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N4313F,34.1554,-118.7008,4575.0001464,94.3736499895,170.24,-127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA3061,33.8488,-117.4039,8700.0002784,275.9287253555,229.56,-576.77165442,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N737PM,33.8336,-117.435,3650.0001168,49.9956802828,90.0,-1856.2992154199999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N737MH,33.9787,-117.5653,1525.0000488,79.8142547594,254.74,-704.72441052,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N326LP,34.4569,-118.5136,6600.0002112,111.01295882390001,178.97,-1088.58267882,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N184AM,35.3891,-118.9986,900.0000288,105.939524705,252.42,-320.86614222,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N845BY,33.8024,-118.155,975.0000312,87.99784006230001,90.0,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N238F,33.7191,-118.1713,2425.0000775999997,92.44924394440001,231.15,-255.9055122,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
UAL2050,33.6168,-115.6292,39350.0012592,424.0691139384,88.92,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DLH457,34.271,-118.6387,10700.0003424,325.4190060709,351.7,1023.6220488,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N809ND,32.8855,-117.0261,2800.0000896,94.66522666300001,328.83,511.8110244,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N484VC,33.8317,-118.0975,800.0000256,100.49676013300001,95.71,-192.91338611999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA2392,35.7045,-115.6801,37300.0011936,480.16846591980004,48.21,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N5218F,33.7875,-118.428,2650.0000848,89.55291565430001,209.43,511.8110244,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N997SD,33.9099,-117.2335,2250.000072,85.27645777629999,230.71,-192.91338611999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N997SE,35.4077,-119.0519,1250.00004,94.8401726671,132.44,-704.72441052,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SKW6253,34.7305,-115.4388,35250.001128,430.65874675950005,153.38,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
AUA52,34.376,-118.6626,12625.000404,372.634988733,349.17,960.62992272,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N953GM,32.842,-117.0592,1225.0000392,85.0626348824,252.2,192.91338611999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N559WJ,35.6684,-119.3143,23800.0007616,328.3347728059,167.87,-895.6692926999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
JSX203,35.6734,-115.6302,15550.000497600002,318.5183581314,47.54,-832.6771666200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N961GV,33.7685,-118.286,1150.0000367999999,92.0021597117,307.49,-576.77165442,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N953LA,33.8971,-118.145,600.0000192,106.4643627173,5.39,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
ENY3565,34.5987,-117.9518,25525.000816800002,411.5507554228,289.89,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N25976,34.1222,-118.1644,6750.000216,90.0194383319,268.73,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
GOJUMP3,33.2011,-117.3988,12925.0004136,123.25917911089999,356.28,1663.3858292999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
ASA9720,33.9816,-117.4106,14325.0004584,345.3434120934,262.01,-2112.20472762,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
EJA343,34.4097,-119.0308,19300.000617600002,386.3002154977,144.38,-1856.2992154199999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N432R,34.1282,-119.0753,6175.0001976,96.025917806,305.68,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
JSX8220,33.5131,-118.4669,15450.0004944,374.83153300670006,297.66,1791.3385853999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N805AZ,33.7759,-118.0165,3500.0001119999997,84.05183574760001,57.63,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA2272,34.2301,-119.2674,40175.0012856,451.7105825862,309.61,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N72DM,33.4559,-117.7284,3000.0000959999998,63.9719221659,204.96,-255.9055122,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SKW5440,33.7834,-117.8355,2275.0000728,178.7559393004,130.46,-960.62992272,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DAL428,33.9432,-118.473,2075.0000664,191.37149004050002,266.4,1023.6220488,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N6745P,33.1095,-117.277,1375.0000440000001,95.053995561,1.81,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
AAL28,33.6629,-118.3171,14025.0004488,356.90928680890005,58.4,2112.20472762,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DAL2166,34.7596,-117.0667,28525.0009128,482.0345566302,49.04,832.6771666200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N7412J,33.8191,-117.4279,4400.0001408,128.8380127972,285.76,-895.6692926999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N732ZY,34.0729,-118.8976,4600.000147199999,96.84233249180001,286.19,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
JSX805,34.571,-119.1204,13750.00044,336.01295854140005,114.81,-639.7637804999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N919JR,33.2252,-117.0716,3600.0001152,125.5917924989,159.98,127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N268R,35.4882,-119.8739,9950.0003184,161.3779695598,137.51,127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
TAI525,32.6607,-116.146,37250.001191999996,425.3326128569,117.29,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N987MT,33.7619,-118.3411,3900.0001248,75.6933044406,15.32,576.77165442,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SVL3,35.6579,-115.0952,45475.0014552,465.7645782489,310.91,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N24CV,33.8144,-118.1714,525.0000168,67.0043195703,270.0,767.7165365999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N277J,33.918,-116.9742,3675.0001176000005,116.1058313877,87.53,-1600.3937032200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
ASA380,32.6967,-115.8481,27700.000886399997,417.8682500153,86.3,832.6771666200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N95173,32.6046,-116.943,1900.0000608,80.3002158819,185.0,-192.91338611999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N520KS,33.5465,-117.1331,4825.000154400001,108.05831519910001,191.21,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
RUDY24,32.6913,-117.6659,5100.0001632,178.40604729220001,122.18,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N562DB,34.1985,-118.4075,1300.0000416,107.0475160643,91.61,-639.7637804999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N9420E,33.6228,-117.7227,1250.00004,100.302375684,159.58,255.9055122,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N67657,33.4292,-117.6937,2050.0000656,83.2354210618,321.34,-704.72441052,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
MXY608,34.0983,-117.2402,,8.0086392988,92.81,,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N1713C,34.353,-119.4825,4550.0001456,134.1835851447,309.86,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N38457,32.6202,-116.567,6550.0002096,95.0345571161,81.53,320.86614222,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N2087E,33.9524,-118.0405,1375.0000440000001,101.8380128311,342.28,-255.9055122,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
JSX304,35.5711,-115.4402,17500.00056,361.8272133686,228.02,960.62992272,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N838BP,34.2068,-118.9125,4075.0001303999998,83.390928621,202.57,-448.81889831999996,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N189PA,34.4602,-118.7893,10425.000333599999,208.5939522219,36.81,192.91338611999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
ASA1326,32.7826,-117.252,31075.000994399998,429.6673860696,149.97,895.6692926999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
WJA1025,34.7822,-118.7748,19825.0006344,460.7883363545,330.49,1088.58267882,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N94MN,34.2809,-118.6996,4650.0001488,122.5982719843,275.62,-127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SKW3081,34.3166,-117.3839,17325.000554399998,347.4816410324,116.49,-832.6771666200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SHWK413,32.8244,-117.5229,875.0000279999999,127.28293720520001,315.0,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA3525,32.7298,-117.1898,,6.0064794741,92.81,,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
AAL2883,33.6414,-118.0031,7900.0002528,277.09503204950005,343.0,-704.72441052,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
CNS420,33.8944,-116.7065,12050.0003856,249.62850940579997,45.81,-64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DAL841,35.847,-115.0693,36200.0011584,452.31317437810003,229.12,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N5624G,34.1329,-117.6856,3425.0001096,69.8228940808,51.98,448.81889831999996,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA855,33.9451,-116.8473,10900.0003488,310.1987037142,267.97,-576.77165442,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
LS31,32.6427,-117.2691,250.000008,113.326133767,285.88,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N210BX,34.3564,-117.895,9875.000316,152.3002157915,145.16,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA3792,34.9081,-119.4703,30675.0009816,385.2894163629,140.9,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N2235V,33.8223,-118.1819,775.0000248,79.2311014124,274.34,704.72441052,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N258QS,34.0052,-117.2084,10550.0003376,351.93304491450004,283.64,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
ASA1402,33.5647,-118.2219,26300.0008416,465.2397402366,327.64,767.7165365999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N346CP,33.155,-117.3698,3100.0000992,103.5874728721,105.11,-767.7165365999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
BT706,32.6935,-117.3942,700.0000224,119.8185743636,303.42,-127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SKW3123,34.7591,-115.3402,31975.0010232,445.6846646672,197.09,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N41369,34.177,-118.752,4700.0001504,113.131749318,278.13,127.9527561,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
UAL935,33.9583,-118.1766,3475.0001112,231.706263208,263.06,-1279.5275609999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
UPS2463,33.0023,-119.8582,39975.0012792,468.1555069716,79.29,-2816.92913814,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
DAL952,33.4941,-117.9872,6375.000204,281.4492437071,224.42,2431.1023658999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
AAL2994,33.7475,-117.0433,28875.000924,433.1079908169,91.32,639.7637804999999,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
WSN10,35.1383,-116.1811,20700.000662399998,311.42332574290003,61.62,-1023.6220488,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N912PF,33.9062,-117.5689,1975.0000632,94.7041035528,248.31,-1663.3858292999998,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N4360F,33.363,-117.6301,6200.0001984,110.4298054769,308.01,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N7128P,33.5451,-117.1004,5750.0001839999995,157.7429803635,129.34,0.0,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N7085R,33.7102,-117.4489,4650.0001488,105.8228940356,149.31,255.9055122,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N654T,33.6828,-118.273,2475.0000792,82.92440594339999,33.69,64.96063002,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
UAL1689,34.2798,-116.9227,22925.000733599998,408.2656582347,215.83,-2240.15748372,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
SWA897,32.9285,-115.969,20400.0006528,352.3023753676,319.03,-1600.3937032200001,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
N20115,32.7781,-117.0228,3125.0001,97.8531316266,258.8,-320.86614222,2026-07-13 22:41:31+00:00,opensky_states_20260713_2241.json
